match_name,set_file,landing_x,landing_y,player_location_x,player_location_y
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,510.0,536.0,733.0,335.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,764.0,352.0,503.0,628.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,595.0,361.0,651.0,618.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,651.0,604.0,630.0,349.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,490.0,360.0,515.0,606.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,446.0,550.0,554.0,330.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set1.csv,465.0,560.0,545.0,322.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,594.0,352.0,567.0,620.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,790.0,297.0,670.0,560.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,503.0,441.0,649.0,339.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,705.0,442.0,627.0,356.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,557.0,442.0,681.0,320.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,413.0,561.0,690.0,337.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,471.0,540.0,740.0,323.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,427.0,537.0,537.0,319.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,627.0,376.0,541.0,642.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,764.0,550.0,578.0,332.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,455.0,545.0,650.0,340.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,777.0,352.0,508.0,576.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,787.0,544.0,480.0,331.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,696.0,529.0,664.0,347.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,666.0,549.0,587.0,329.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,831.0,558.0,696.0,337.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,462.0,355.0,557.0,604.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,626.0,361.0,533.0,619.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,894.0,586.0,683.0,324.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,635.0,564.0,602.0,344.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2.csv,623.0,357.0,685.0,641.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,399.0,580.0,585.0,335.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,706.0,538.0,750.0,329.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,501.0,446.0,618.0,348.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,433.0,549.0,645.0,320.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,774.0,360.0,586.0,619.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,630.0,365.0,583.0,588.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,758.0,546.0,617.0,340.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,807.0,559.0,687.0,352.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,502.0,359.0,698.0,605.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,798.0,540.0,734.0,326.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,763.0,363.0,672.0,580.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,668.0,536.0,778.0,327.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,525.0,541.0,711.0,337.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,632.0,538.0,536.0,325.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,581.0,553.0,500.0,344.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,852.0,580.0,715.0,335.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,635.0,364.0,460.0,624.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,506.0,341.0,585.0,601.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,428.0,556.0,734.0,330.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,664.0,517.0,684.0,339.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,677.0,539.0,703.0,364.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,819.0,557.0,724.0,324.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,739.0,350.0,625.0,632.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,624.0,352.0,626.0,613.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,420.0,576.0,517.0,330.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,721.0,542.0,699.0,324.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,830.0,544.0,566.0,326.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,746.0,447.0,632.0,328.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,650.0,366.0,564.0,582.0
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set3.csv,803.0,559.0,699.0,343.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,744.0,361.0,562.0,539.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,504.0,554.0,510.0,317.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,874.0,564.0,560.0,314.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,873.0,548.0,504.0,315.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,875.0,339.0,444.0,626.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,877.0,556.0,673.0,320.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,918.0,615.0,783.0,312.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,678.0,650.0,710.0,321.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,431.0,567.0,482.0,324.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,470.0,328.0,468.0,627.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,840.0,559.0,731.0,314.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,448.0,322.0,457.0,628.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,887.0,574.0,773.0,326.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,873.0,556.0,676.0,333.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,848.0,554.0,720.0,316.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,445.0,577.0,585.0,328.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,579.0,343.0,456.0,619.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,461.0,356.0,559.0,590.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,488.0,329.0,510.0,581.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,532.0,427.0,651.0,323.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,752.0,556.0,704.0,321.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,474.0,348.0,461.0,605.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set1.csv,500.0,339.0,561.0,590.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,436.0,554.0,585.0,310.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,459.0,347.0,426.0,602.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,396.0,573.0,546.0,312.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,448.0,349.0,481.0,621.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,366.0,559.0,564.0,317.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,364.0,574.0,742.0,324.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,810.0,541.0,546.0,318.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,355.0,565.0,759.0,315.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,400.0,560.0,562.0,316.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,832.0,350.0,535.0,613.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,861.0,353.0,413.0,618.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,391.0,591.0,529.0,310.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,794.0,346.0,702.0,583.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,426.0,581.0,559.0,330.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,870.0,560.0,748.0,318.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,387.0,590.0,554.0,317.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,464.0,344.0,452.0,591.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,618.0,354.0,511.0,583.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,466.0,345.0,626.0,540.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,808.0,360.0,502.0,622.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,594.0,543.0,657.0,313.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,828.0,557.0,682.0,313.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,797.0,515.0,710.0,315.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,615.0,352.0,615.0,612.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,736.0,543.0,700.0,313.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,481.0,568.0,580.0,340.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,443.0,352.0,488.0,600.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,526.0,558.0,682.0,328.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,443.0,556.0,564.0,332.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,334.0,621.0,567.0,316.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,807.0,567.0,758.0,313.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,428.0,333.0,513.0,625.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,650.0,553.0,591.0,315.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,365.0,610.0,555.0,311.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,599.0,542.0,715.0,311.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,605.0,546.0,722.0,311.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,760.0,534.0,662.0,337.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,741.0,425.0,563.0,316.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,654.0,561.0,729.0,303.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,686.0,558.0,686.0,319.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,765.0,363.0,830.0,625.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,371.0,595.0,580.0,316.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,452.0,341.0,524.0,629.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,453.0,334.0,537.0,596.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,779.0,562.0,546.0,308.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,519.0,347.0,841.0,625.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,586.0,340.0,524.0,581.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,482.0,345.0,534.0,589.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,745.0,350.0,829.0,644.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,545.0,357.0,555.0,618.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,858.0,572.0,708.0,312.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,452.0,566.0,689.0,309.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,633.0,344.0,523.0,591.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,477.0,346.0,496.0,602.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,796.0,336.0,813.0,607.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,416.0,555.0,558.0,315.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,672.0,556.0,675.0,326.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,431.0,532.0,518.0,310.0
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,673.0,543.0,519.0,322.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,755.0,554.0,733.0,269.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,485.0,299.0,485.0,594.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,770.0,292.0,588.0,611.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,511.0,301.0,456.0,618.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,679.0,551.0,688.0,307.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,492.0,549.0,690.0,298.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,454.0,550.0,633.0,298.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,481.0,272.0,609.0,550.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,649.0,543.0,639.0,267.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,631.0,299.0,543.0,593.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,503.0,305.0,491.0,609.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,494.0,290.0,529.0,569.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,481.0,298.0,519.0,602.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,810.0,276.0,776.0,615.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,470.0,280.0,566.0,566.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,510.0,304.0,731.0,618.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,554.0,303.0,781.0,599.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,884.0,620.0,554.0,278.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,806.0,540.0,708.0,261.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,860.0,542.0,728.0,265.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,851.0,511.0,532.0,271.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,594.0,304.0,711.0,616.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,511.0,285.0,642.0,537.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,532.0,282.0,515.0,550.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,664.0,531.0,630.0,314.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,448.0,292.0,696.0,572.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,547.0,302.0,579.0,619.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,461.0,569.0,556.0,270.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,816.0,269.0,684.0,579.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,763.0,542.0,695.0,289.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,463.0,518.0,735.0,276.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,807.0,569.0,569.0,272.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,790.0,524.0,695.0,302.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,787.0,535.0,652.0,290.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,378.0,566.0,637.0,276.0
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,523.0,302.0,588.0,610.0
